# engine	entry	ratio	mode	metric	value
baseline-v1	guitar-chords	2	once	attack_crest_ratio	0.978029
baseline-v1	guitar-chords	2	once	attack_extra_peaks	7.040000
baseline-v1	guitar-chords	2	pingpong	trailing_silence	0.000052
baseline-v1	guitar-chords	2	pingpong	spectral_delta_db	0.149847
baseline-v1	guitar-chords	2	pingpong	level_delta_db	0.144715
baseline-v1	guitar-chords	2	pingpong	mod_expected_db	-0.745932
baseline-v1	guitar-chords	2	pingpong	mod_band_peak_db	23.952049
baseline-v1	guitar-chords	2	pingpong	mod_acf_peak	0.000000
baseline-v1	guitar-chords	2	pingpong	attack_rise_ratio	0.833333
baseline-v1	guitar-chords	2	pingpong	attack_crest_ratio	1.001290
baseline-v1	guitar-chords	2	pingpong	attack_extra_peaks	7.688000
baseline-v1	dub-chords	0.5	repeat	trailing_silence	0.000521
baseline-v1	dub-chords	0.5	repeat	spectral_delta_db	0.230531
baseline-v1	dub-chords	0.5	repeat	level_delta_db	0.254675
baseline-v1	dub-chords	0.5	repeat	attack_rise_ratio	0.700000
baseline-v1	dub-chords	0.5	repeat	attack_crest_ratio	1.022963
baseline-v1	dub-chords	0.5	repeat	attack_extra_peaks	6.736842
baseline-v1	dub-chords	0.75	repeat	trailing_silence	0.000347
baseline-v1	dub-chords	0.75	repeat	spectral_delta_db	0.118830
baseline-v1	dub-chords	0.75	repeat	level_delta_db	0.144896
baseline-v1	dub-chords	0.75	repeat	attack_rise_ratio	0.980000
baseline-v1	dub-chords	0.75	repeat	attack_crest_ratio	0.997408
baseline-v1	dub-chords	0.75	repeat	attack_extra_peaks	7.000000
baseline-v1	dub-chords	1.25	repeat	trailing_silence	0.000208
baseline-v1	dub-chords	1.25	repeat	spectral_delta_db	0.054465
baseline-v1	dub-chords	1.25	repeat	level_delta_db	0.140092
baseline-v1	dub-chords	1.25	repeat	mod_expected_db	3.602804
baseline-v1	dub-chords	1.25	repeat	mod_band_peak_db	27.155050
baseline-v1	dub-chords	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.25	repeat	attack_rise_ratio	1.000000
baseline-v1	dub-chords	1.25	repeat	attack_crest_ratio	1.020342
baseline-v1	dub-chords	1.25	repeat	attack_extra_peaks	7.000000
baseline-v1	dub-chords	1.5	repeat	trailing_silence	0.000174
baseline-v1	dub-chords	1.5	repeat	spectral_delta_db	0.109341
baseline-v1	dub-chords	1.5	repeat	level_delta_db	0.120340
baseline-v1	dub-chords	1.5	repeat	mod_expected_db	-2.263169
baseline-v1	dub-chords	1.5	repeat	mod_band_peak_db	27.957492
baseline-v1	dub-chords	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.5	repeat	attack_rise_ratio	1.300000
baseline-v1	dub-chords	1.5	repeat	attack_crest_ratio	1.014190
baseline-v1	dub-chords	1.5	repeat	attack_extra_peaks	6.842105
baseline-v1	dub-chords	2	repeat	trailing_silence	0.000130
baseline-v1	dub-chords	2	repeat	spectral_delta_db	0.187440
baseline-v1	dub-chords	2	repeat	level_delta_db	0.152611
baseline-v1	dub-chords	2	repeat	mod_expected_db	2.511461
baseline-v1	dub-chords	2	repeat	mod_band_peak_db	23.216941
baseline-v1	dub-chords	2	repeat	mod_acf_peak	0.000000
baseline-v1	dub-chords	2	repeat	attack_rise_ratio	1.080000
baseline-v1	dub-chords	2	repeat	attack_crest_ratio	1.013502
baseline-v1	dub-chords	2	repeat	attack_extra_peaks	7.052632
baseline-v1	dub-chords	4	repeat	trailing_silence	0.000065
baseline-v1	dub-chords	4	repeat	spectral_delta_db	0.212162
baseline-v1	dub-chords	4	repeat	level_delta_db	0.135270
baseline-v1	dub-chords	4	repeat	mod_expected_db	-10.582793
baseline-v1	dub-chords	4	repeat	mod_band_peak_db	22.187892
baseline-v1	dub-chords	4	repeat	mod_acf_peak	0.042236
baseline-v1	dub-chords	4	repeat	attack_rise_ratio	1.100000
baseline-v1	dub-chords	4	repeat	attack_crest_ratio	1.000844
baseline-v1	dub-chords	4	repeat	attack_extra_peaks	6.684211
baseline-v1	dub-chords	1.5	once	trailing_silence	0.122049
baseline-v1	dub-chords	1.5	once	spectral_delta_db	0.022999
baseline-v1	dub-chords	1.5	once	mod_expected_db	8.596587
baseline-v1	dub-chords	1.5	once	mod_band_peak_db	42.097014
baseline-v1	dub-chords	1.5	once	mod_acf_peak	0.205415
baseline-v1	dub-chords	1.5	once	attack_rise_ratio	1.812500
baseline-v1	dub-chords	1.5	once	attack_crest_ratio	0.983530
baseline-v1	dub-chords	1.5	once	attack_extra_peaks	6.315789
baseline-v1	dub-chords	1.5	pingpong	trailing_silence	0.000174
baseline-v1	dub-chords	1.5	pingpong	spectral_delta_db	0.121125
baseline-v1	dub-chords	1.5	pingpong	level_delta_db	0.243996
baseline-v1	dub-chords	1.5	pingpong	mod_expected_db	-3.368498
baseline-v1	dub-chords	1.5	pingpong	mod_band_peak_db	21.143580
baseline-v1	dub-chords	1.5	pingpong	mod_acf_peak	0.000000
baseline-v1	dub-chords	1.5	pingpong	attack_rise_ratio	0.640000
baseline-v1	dub-chords	1.5	pingpong	attack_crest_ratio	0.992244
baseline-v1	dub-chords	1.5	pingpong	attack_extra_peaks	6.842105
baseline-v1	dub-chords	2	once	trailing_silence	0.182747
baseline-v1	dub-chords	2	once	spectral_delta_db	0.087160
baseline-v1	dub-chords	2	once	mod_expected_db	2.726481
baseline-v1	dub-chords	2	once	mod_band_peak_db	23.340935
baseline-v1	dub-chords	2	once	mod_acf_peak	0.280768
baseline-v1	dub-chords	2	once	attack_rise_ratio	1.880000
baseline-v1	dub-chords	2	once	attack_crest_ratio	0.996769
baseline-v1	dub-chords	2	once	attack_extra_peaks	6.578947
baseline-v1	dub-chords	2	pingpong	trailing_silence	0.000130
baseline-v1	dub-chords	2	pingpong	spectral_delta_db	0.165121
baseline-v1	dub-chords	2	pingpong	level_delta_db	0.090429
baseline-v1	dub-chords	2	pingpong	mod_expected_db	-0.886034
baseline-v1	dub-chords	2	pingpong	mod_band_peak_db	23.614387
baseline-v1	dub-chords	2	pingpong	mod_acf_peak	0.000000
baseline-v1	dub-chords	2	pingpong	attack_rise_ratio	1.080000
baseline-v1	dub-chords	2	pingpong	attack_crest_ratio	1.013502
baseline-v1	dub-chords	2	pingpong	attack_extra_peaks	7.052632
baseline-v1	story	0.5	repeat	trailing_silence	0.000518
baseline-v1	story	0.5	repeat	spectral_delta_db	0.919774
baseline-v1	story	0.5	repeat	attack_rise_ratio	0.815789
baseline-v1	story	0.5	repeat	attack_crest_ratio	1.038391
baseline-v1	story	0.5	repeat	attack_extra_peaks	6.044444
baseline-v1	story	0.75	repeat	trailing_silence	0.030591
baseline-v1	story	0.75	repeat	spectral_delta_db	0.602009
baseline-v1	story	0.75	repeat	attack_rise_ratio	0.933333
baseline-v1	story	0.75	repeat	attack_crest_ratio	1.002049
baseline-v1	story	0.75	repeat	attack_extra_peaks	6.311111
baseline-v1	story	1.25	repeat	trailing_silence	0.000000
baseline-v1	story	1.25	repeat	spectral_delta_db	0.580595
baseline-v1	story	1.25	repeat	mod_expected_db	-2.904983
baseline-v1	story	1.25	repeat	mod_band_peak_db	28.251743
baseline-v1	story	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	story	1.25	repeat	attack_rise_ratio	0.837838
baseline-v1	story	1.25	repeat	attack_crest_ratio	1.039888
baseline-v1	story	1.25	repeat	attack_extra_peaks	6.444444
baseline-v1	story	1.5	repeat	trailing_silence	0.000173
baseline-v1	story	1.5	repeat	spectral_delta_db	0.477610
baseline-v1	story	1.5	repeat	mod_expected_db	-8.723579
baseline-v1	story	1.5	repeat	mod_band_peak_db	27.668101
baseline-v1	story	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	story	1.5	repeat	attack_rise_ratio	0.833333
baseline-v1	story	1.5	repeat	attack_crest_ratio	1.043097
baseline-v1	story	1.5	repeat	attack_extra_peaks	6.466667
baseline-v1	story	2	repeat	trailing_silence	0.000130
baseline-v1	story	2	repeat	spectral_delta_db	0.514109
baseline-v1	story	2	repeat	mod_expected_db	0.161448
baseline-v1	story	2	repeat	mod_band_peak_db	22.130927
baseline-v1	story	2	repeat	mod_acf_peak	0.000000
baseline-v1	story	2	repeat	attack_rise_ratio	0.789474
baseline-v1	story	2	repeat	attack_crest_ratio	1.043786
baseline-v1	story	2	repeat	attack_extra_peaks	6.488889
baseline-v1	story	4	repeat	trailing_silence	0.000065
baseline-v1	story	4	repeat	spectral_delta_db	0.457122
baseline-v1	story	4	repeat	mod_expected_db	-9.420353
baseline-v1	story	4	repeat	mod_band_peak_db	22.509293
baseline-v1	story	4	repeat	mod_acf_peak	0.000000
baseline-v1	story	4	repeat	attack_rise_ratio	0.736842
baseline-v1	story	4	repeat	attack_crest_ratio	1.026919
baseline-v1	story	4	repeat	attack_extra_peaks	6.422222
baseline-v1	story	1.5	once	trailing_silence	0.085724
baseline-v1	story	1.5	once	spectral_delta_db	0.392712
baseline-v1	story	1.5	once	mod_expected_db	4.046375
baseline-v1	story	1.5	once	mod_band_peak_db	28.414754
baseline-v1	story	1.5	once	mod_acf_peak	0.000000
baseline-v1	story	1.5	once	attack_rise_ratio	0.937500
baseline-v1	story	1.5	once	attack_crest_ratio	1.012790
baseline-v1	story	1.5	once	attack_extra_peaks	6.200000
baseline-v1	story	1.5	pingpong	trailing_silence	0.000086
baseline-v1	story	1.5	pingpong	spectral_delta_db	0.415868
baseline-v1	story	1.5	pingpong	mod_expected_db	-9.999494
baseline-v1	story	1.5	pingpong	mod_band_peak_db	30.856052
baseline-v1	story	1.5	pingpong	mod_acf_peak	0.000000
baseline-v1	story	1.5	pingpong	attack_rise_ratio	0.750000
baseline-v1	story	1.5	pingpong	attack_crest_ratio	1.053112
baseline-v1	story	1.5	pingpong	attack_extra_peaks	6.000000
baseline-v1	story	2	once	trailing_silence	0.099423
baseline-v1	story	2	once	spectral_delta_db	0.381117
baseline-v1	story	2	once	mod_expected_db	-1.807595
baseline-v1	story	2	once	mod_band_peak_db	31.969669
baseline-v1	story	2	once	mod_acf_peak	0.063980
baseline-v1	story	2	once	attack_rise_ratio	0.937500
baseline-v1	story	2	once	attack_crest_ratio	1.015266
baseline-v1	story	2	once	attack_extra_peaks	6.288889
baseline-v1	story	2	pingpong	trailing_silence	0.000130
baseline-v1	story	2	pingpong	spectral_delta_db	0.530225
baseline-v1	story	2	pingpong	mod_expected_db	-4.674450
baseline-v1	story	2	pingpong	mod_band_peak_db	20.048918
baseline-v1	story	2	pingpong	mod_acf_peak	0.000000
baseline-v1	story	2	pingpong	attack_rise_ratio	0.789474
baseline-v1	story	2	pingpong	attack_crest_ratio	1.043786
baseline-v1	story	2	pingpong	attack_extra_peaks	6.488889
